Any calendari,Data,Ajuntament o nucli municipal ,Codi municipal,Codi municipi INE,Pedania,Festiu
2016,13/05/2016,Duesaigües,43053000,43053,000,Festa local
2016,26/09/2016,Duesaigües,43053000,43053,000,Festa local
2017,25/09/2017,Duesaigües,43053000,43053,000,Festa local
2017,05/06/2017,Duesaigües,43053000,43053,000,Festa local
2018,21/05/2018,Duesaigües,43053000,43053,000,Festa local
2018,24/09/2018,Duesaigües,43053000,43053,000,Festa local
2012,08/09/2012,Durro,25043005,25043,005,Festa local
2012,16/06/2012,Durro,25043005,25043,005,Festa local
2013,09/09/2013,Durro,25043005,25043,005,Festa local
2013,17/06/2013,Durro,25043005,25043,005,Festa local
2014,08/09/2014,Durro,25043005,25043,005,Festa local
2014,16/06/2014,Durro,25043005,25043,005,Festa local
2015,17/06/2015,Durro,25043005,25043,005,Festa local
2015,08/09/2015,Durro,25043005,25043,005,Festa local
2016,08/09/2016,Durro,25043005,25043,005,Festa local
2016,16/06/2016,Durro,25043005,25043,005,Festa local
2017,08/09/2017,Durro,25043005,25043,005,Festa local
2017,16/06/2017,Durro,25043005,25043,005,Festa local
2018,16/06/2018,Durro,25043005,25043,005,Festa local
2018,08/09/2018,Durro,25043005,25043,005,Festa local
2012,01/08/2012,Enseu,25039010,25039,010,Festa local
2012,27/12/2012,Enseu,25039010,25039,010,Festa local
2013,01/08/2013,Enseu,25039010,25039,010,Festa local
2013,27/12/2013,Enseu,25039010,25039,010,Festa local
2014,01/08/2014,Enseu,25039010,25039,010,Festa local
2014,27/12/2014,Enseu,25039010,25039,010,Festa local
2015,31/07/2015,Enseu,25039010,25039,010,Festa local
2015,28/12/2015,Enseu,25039010,25039,010,Festa local
2016,27/12/2016,Enseu,25039010,25039,010,Festa local
2016,01/08/2016,Enseu,25039010,25039,010,Festa local
2017,27/12/2017,Enseu,25039010,25039,010,Festa local
2017,01/08/2017,Enseu,25039010,25039,010,Festa local
2018,27/12/2018,Enseu,25039010,25039,010,Festa local
2018,01/08/2018,Enseu,25039010,25039,010,Festa local
2012,29/09/2012,Era Bòrdeta,25247001,25247,001,Festa local
2012,25/08/2012,Era Bòrdeta,25247001,25247,001,Festa local
2013,28/09/2013,Era Bòrdeta,25247001,25247,001,Festa local
2013,24/08/2013,Era Bòrdeta,25247001,25247,001,Festa local
2014,23/08/2014,Era Bòrdeta,25247001,25247,001,Festa local
2014,29/09/2014,Era Bòrdeta,25247001,25247,001,Festa local
2015,26/09/2015,Era Bòrdeta,25247001,25247,001,Festa local
2015,22/08/2015,Era Bòrdeta,25247001,25247,001,Festa local
2016,29/09/2016,Era Bòrdeta,25247001,25247,001,Festa local
2016,20/08/2016,Era Bòrdeta,25247001,25247,001,Festa local
2017,29/09/2017,Era Bòrdeta,25247001,25247,001,Festa local
2017,19/08/2017,Era Bòrdeta,25247001,25247,001,Festa local
2018,18/08/2018,Era Bòrdeta,25247001,25247,001,Festa local
2018,29/09/2018,Era Bòrdeta,25247001,25247,001,Festa local
2012,10/07/2012,Erill la Vall,25043006,25043,006,Festa local
2012,11/02/2012,Erill la Vall,25043006,25043,006,Festa local
2013,10/07/2013,Erill la Vall,25043006,25043,006,Festa local
2013,11/02/2013,Erill la Vall,25043006,25043,006,Festa local
2014,12/02/2014,Erill la Vall,25043006,25043,006,Festa local
2014,10/07/2014,Erill la Vall,25043006,25043,006,Festa local
2015,12/02/2015,Erill la Vall,25043006,25043,006,Festa local
2015,10/07/2015,Erill la Vall,25043006,25043,006,Festa local
2016,11/07/2016,Erill la Vall,25043006,25043,006,Festa local
2016,12/02/2016,Erill la Vall,25043006,25043,006,Festa local
2017,10/07/2017,Erill la Vall,25043006,25043,006,Festa local
2017,13/02/2017,Erill la Vall,25043006,25043,006,Festa local
2018,10/07/2018,Erill la Vall,25043006,25043,006,Festa local
2018,12/02/2018,Erill la Vall,25043006,25043,006,Festa local
2012,14/06/2012,Erinyà,25161003,25161,003,Festa local
2012,16/05/2012,Erinyà,25161003,25161,003,Festa local
2013,16/05/2013,Erinyà,25161003,25161,003,Festa local
2013,14/06/2013,Erinyà,25161003,25161,003,Festa local
2014,14/06/2014,Erinyà,25161003,25161,003,Festa local
2014,16/05/2014,Erinyà,25161003,25161,003,Festa local
2015,16/05/2015,Erinyà,25161003,25161,003,Festa local
2015,15/06/2015,Erinyà,25161003,25161,003,Festa local
2016,16/05/2016,Erinyà,25161003,25161,003,Festa local
2016,15/06/2016,Erinyà,25161003,25161,003,Festa local
2017,16/05/2017,Erinyà,25161003,25161,003,Festa local
2017,15/06/2017,Erinyà,25161003,25161,003,Festa local
2018,16/05/2018,Erinyà,25161003,25161,003,Festa local
2018,15/06/2018,Erinyà,25161003,25161,003,Festa local
2012,26/09/2012,Ermedàs,17075002,17075,002,Festa local
2012,29/06/2012,Ermedàs,17075002,17075,002,Festa local
2013,26/09/2013,Ermedàs,17075002,17075,002,Festa local
2013,29/06/2013,Ermedàs,17075002,17075,002,Festa local
2014,30/06/2014,Ermedàs,17075002,17075,002,Festa local
2014,26/09/2014,Ermedàs,17075002,17075,002,Festa local
2015,26/09/2015,Ermedàs,17075002,17075,002,Festa local
2015,29/06/2015,Ermedàs,17075002,17075,002,Festa local
2016,26/09/2016,Ermedàs,17075002,17075,002,Festa local
2016,29/06/2016,Ermedàs,17075002,17075,002,Festa local
2017,26/09/2017,Ermedàs,17075002,17075,002,Festa local
2017,29/06/2017,Ermedàs,17075002,17075,002,Festa local
2018,26/09/2018,Ermedàs,17075002,17075,002,Festa local
2018,29/06/2018,Ermedàs,17075002,17075,002,Festa local
2012,24/09/2012,Escaladei,43096001,43096,001,Festa local
2012,02/11/2012,Escaladei,43096001,43096,001,Festa local
2013,24/09/2013,Escaladei,43096001,43096,001,Festa local
2013,23/09/2013,Escaladei,43096001,43096,001,Festa local
2014,24/09/2014,Escaladei,43096001,43096,001,Festa local
2014,23/06/2014,Escaladei,43096001,43096,001,Festa local
2015,07/12/2015,Escaladei,43096001,43096,001,Festa local
2015,24/09/2015,Escaladei,43096001,43096,001,Festa local
2016,05/12/2016,Escaladei,43096001,43096,001,Festa local
2016,31/10/2016,Escaladei,43096001,43096,001,Festa local
2017,02/05/2017,Escaladei,43096001,43096,001,Festa local
2017,25/09/2017,Escaladei,43096001,43096,001,Festa local
2018,24/09/2018,Escaladei,43096001,43096,001,Festa local
2018,07/12/2018,Escaladei,43096001,43096,001,Festa local
2012,29/06/2012,"Escala, l'",17062000,17062,000,Festa local
2012,16/07/2012,"Escala, l'",17062000,17062,000,Festa local
2013,16/07/2013,"Escala, l'",17062000,17062,000,Festa local
2013,02/09/2013,"Escala, l'",17062000,17062,000,Festa local
2014,16/07/2014,"Escala, l'",17062000,17062,000,Festa local
2014,02/09/2014,"Escala, l'",17062000,17062,000,Festa local
2015,02/09/2015,"Escala, l'",17062000,17062,000,Festa local
2015,16/07/2015,"Escala, l'",17062000,17062,000,Festa local
2016,29/06/2016,"Escala, l'",17062000,17062,000,Festa local
2016,02/09/2016,"Escala, l'",17062000,17062,000,Festa local
2017,05/06/2017,"Escala, l'",17062000,17062,000,Festa local
2017,29/06/2017,"Escala, l'",17062000,17062,000,Festa local
2018,16/07/2018,"Escala, l'",17062000,17062,000,Festa local
2018,29/06/2018,"Escala, l'",17062000,17062,000,Festa local
2013,12/02/2013,Escaló,25903001,25903,001,Festa local
2013,16/08/2013,Escaló,25903001,25903,001,Festa local
2014,04/03/2014,Escaló,25903001,25903,001,Festa local
2014,18/08/2014,Escaló,25903001,25903,001,Festa local
2015,17/02/2015,Escaló,25903001,25903,001,Festa local
2015,18/08/2015,Escaló,25903001,25903,001,Festa local
2016,09/02/2016,Escaló,25903001,25903,001,Festa local
2016,18/08/2016,Escaló,25903001,25903,001,Festa local
2017,28/02/2017,Escaló,25903001,25903,001,Festa local
2017,18/08/2017,Escaló,25903001,25903,001,Festa local
2018,13/02/2018,Escaló,25903001,25903,001,Festa local
2018,07/12/2018,Escaló,25903001,25903,001,Festa local
2013,16/08/2013,Escart,25903002,25903,002,Festa local
2013,12/02/2013,Escart,25903002,25903,002,Festa local
2014,23/06/2014,Escart,25903002,25903,002,Festa local
2014,04/03/2014,Escart,25903002,25903,002,Festa local
2015,07/12/2015,Escart,25903002,25903,002,Festa local
2015,17/02/2015,Escart,25903002,25903,002,Festa local
2016,09/12/2016,Escart,25903002,25903,002,Festa local
2016,09/02/2016,Escart,25903002,25903,002,Festa local
2017,07/12/2017,Escart,25903002,25903,002,Festa local
2017,28/02/2017,Escart,25903002,25903,002,Festa local
2018,13/02/2018,Escart,25903002,25903,002,Festa local
2018,07/12/2018,Escart,25903002,25903,002,Festa local
2012,12/11/2012,"Escaules, les",17029002,17029,002,Festa local
2012,09/07/2012,"Escaules, les",17029002,17029,002,Festa local
2014,24/11/2014,"Escaules, les",17029002,17029,002,Festa local
2014,10/11/2014,"Escaules, les",17029002,17029,002,Festa local
2015,09/11/2015,"Escaules, les",17029002,17029,002,Festa local
2015,23/11/2015,"Escaules, les",17029002,17029,002,Festa local
2016,14/11/2016,"Escaules, les",17029002,17029,002,Festa local
2016,21/11/2016,"Escaules, les",17029002,17029,002,Festa local
2017,13/11/2017,"Escaules, les",17029002,17029,002,Festa local
2017,27/11/2017,"Escaules, les",17029002,17029,002,Festa local
2018,26/11/2018,"Escaules, les",17029002,17029,002,Festa local
2018,12/11/2018,"Escaules, les",17029002,17029,002,Festa local
2012,08/10/2012,Escunhau,25243007,25243,007,Festa local
2012,29/06/2012,Escunhau,25243007,25243,007,Festa local
2013,29/06/2013,Escunhau,25243007,25243,007,Festa local
2013,08/10/2013,Escunhau,25243007,25243,007,Festa local
2014,03/06/2014,Escunhau,25243007,25243,007,Festa local
2014,08/10/2014,Escunhau,25243007,25243,007,Festa local
2015,08/10/2015,Escunhau,25243007,25243,007,Festa local
2015,03/07/2015,Escunhau,25243007,25243,007,Festa local
2016,29/06/2016,Escunhau,25243007,25243,007,Festa local
2016,08/10/2016,Escunhau,25243007,25243,007,Festa local
2017,28/02/2017,Escunhau,25243007,25243,007,Festa local
2017,29/06/2017,Escunhau,25243007,25243,007,Festa local
2018,29/06/2018,Escunhau,25243007,25243,007,Festa local
2018,08/10/2018,Escunhau,25243007,25243,007,Festa local
2012,29/08/2012,"Esglésies, les",25201002,25201,002,Festa local
2013,29/08/2013,"Esglésies, les",25201002,25201,002,Festa local
2014,29/08/2014,"Esglésies, les",25201002,25201,002,Festa local
2015,29/08/2015,"Esglésies, les",25201002,25201,002,Festa local
2016,29/08/2016,"Esglésies, les",25201002,25201,002,Festa local
2017,29/08/2017,"Esglésies, les",25201002,25201,002,Festa local
2018,29/08/2018,"Esglésies, les",25201002,25201,002,Festa local
2018,01/08/2018,"Esglésies, les",25201002,25201,002,Festa local
2012,13/02/2012,Esparreguera,08076000,08076,000,Festa local
2012,09/07/2012,Esparreguera,08076000,08076,000,Festa local
2013,15/07/2013,Esparreguera,08076000,08076,000,Festa local
2013,12/02/2013,Esparreguera,08076000,08076,000,Festa local
2014,12/02/2014,Esparreguera,08076000,08076,000,Festa local
2014,14/07/2014,Esparreguera,08076000,08076,000,Festa local
2015,12/02/2015,Esparreguera,08076000,08076,000,Festa local
2015,13/07/2015,Esparreguera,08076000,08076,000,Festa local
2016,11/07/2016,Esparreguera,08076000,08076,000,Festa local
2016,12/02/2016,Esparreguera,08076000,08076,000,Festa local
2017,10/07/2017,Esparreguera,08076000,08076,000,Festa local
2017,13/02/2017,Esparreguera,08076000,08076,000,Festa local
2018,12/02/2018,Esparreguera,08076000,08076,000,Festa local
2018,09/07/2018,Esparreguera,08076000,08076,000,Festa local
2021,12/07/2020,Esparreguera,08076000,08076,000,Festa local
2012,20/01/2012,Espinalbet,08050001,08050,001,Festa local
2012,07/06/2012,Espinalbet,08050001,08050,001,Festa local
2013,03/06/2013,Espinalbet,08050001,08050,001,Festa local
2013,30/05/2013,Espinalbet,08050001,08050,001,Festa local
2014,19/06/2014,Espinalbet,08050001,08050,001,Festa local
2014,23/06/2014,Espinalbet,08050001,08050,001,Festa local
2015,08/09/2015,Espinalbet,08050001,08050,001,Festa local
2015,04/06/2015,Espinalbet,08050001,08050,001,Festa local
2016,27/05/2016,Espinalbet,08050001,08050,001,Festa local
2016,08/09/2016,Espinalbet,08050001,08050,001,Festa local
2017,15/06/2017,Espinalbet,08050001,08050,001,Festa local
2017,08/09/2017,Espinalbet,08050001,08050,001,Festa local
2018,31/05/2018,Espinalbet,08050001,08050,001,Festa local
2018,08/09/2018,Espinalbet,08050001,08050,001,Festa local
2020,17/01/2020,Castellcir,08055000,08055,000,Festa local
2012,13/10/2012,Espinavell,17107001,17107,001,Festa local
2012,06/08/2012,Espinavell,17107001,17107,001,Festa local
2013,14/10/2013,Espinavell,17107001,17107,001,Festa local
2013,05/08/2013,Espinavell,17107001,17107,001,Festa local
2014,13/10/2014,Espinavell,17107001,17107,001,Festa local
2014,05/08/2014,Espinavell,17107001,17107,001,Festa local
2015,05/08/2015,Espinavell,17107001,17107,001,Festa local
2015,13/10/2015,Espinavell,17107001,17107,001,Festa local
2016,13/10/2016,Espinavell,17107001,17107,001,Festa local
2016,05/08/2016,Espinavell,17107001,17107,001,Festa local
2017,05/08/2017,Espinavell,17107001,17107,001,Festa local
2017,13/10/2017,Espinavell,17107001,17107,001,Festa local
2018,13/10/2018,Espinavell,17107001,17107,001,Festa local
2018,06/08/2018,Espinavell,17107001,17107,001,Festa local
2012,28/05/2012,Espinelves,17063000,17063,000,Festa local
2012,25/07/2012,Espinelves,17063000,17063,000,Festa local
2013,25/07/2013,Espinelves,17063000,17063,000,Festa local
2013,20/05/2013,Espinelves,17063000,17063,000,Festa local
2014,09/06/2014,Espinelves,17063000,17063,000,Festa local
2014,25/07/2014,Espinelves,17063000,17063,000,Festa local
2016,25/07/2016,Espinelves,17063000,17063,000,Festa local
2016,22/01/2016,Espinelves,17063000,17063,000,Festa local
2017,25/07/2017,Espinelves,17063000,17063,000,Festa local
2017,05/06/2017,Espinelves,17063000,17063,000,Festa local
2018,25/07/2018,Espinelves,17063000,17063,000,Festa local
2018,22/01/2018,Espinelves,17063000,17063,000,Festa local
2012,06/02/2012,"Espluga Calba, l'",25081000,25081,000,Festa local
2012,20/08/2012,"Espluga Calba, l'",25081000,25081,000,Festa local
2013,19/08/2013,"Espluga Calba, l'",25081000,25081,000,Festa local
2013,04/02/2013,"Espluga Calba, l'",25081000,25081,000,Festa local
2014,25/08/2014,"Espluga Calba, l'",25081000,25081,000,Festa local
2014,03/02/2014,"Espluga Calba, l'",25081000,25081,000,Festa local
2015,24/08/2015,"Espluga Calba, l'",25081000,25081,000,Festa local
2015,09/02/2015,"Espluga Calba, l'",25081000,25081,000,Festa local
2016,22/08/2016,"Espluga Calba, l'",25081000,25081,000,Festa local
2016,08/02/2016,"Espluga Calba, l'",25081000,25081,000,Festa local
2017,21/08/2017,"Espluga Calba, l'",25081000,25081,000,Festa local
2017,06/02/2017,"Espluga Calba, l'",25081000,25081,000,Festa local
2018,05/02/2018,"Espluga Calba, l'",25081000,25081,000,Festa local
2018,20/08/2018,"Espluga Calba, l'",25081000,25081,000,Festa local
2021,01/04/2021,Clariana,08058003,08058,003,Festa local
2012,27/07/2012,"Espluga de Francolí, l'",43054000,43054,000,Festa local
2012,30/07/2012,"Espluga de Francolí, l'",43054000,43054,000,Festa local
2013,26/07/2013,"Espluga de Francolí, l'",43054000,43054,000,Festa local
2013,29/07/2013,"Espluga de Francolí, l'",43054000,43054,000,Festa local
2014,28/07/2014,"Espluga de Francolí, l'",43054000,43054,000,Festa local
2014,25/07/2014,"Espluga de Francolí, l'",43054000,43054,000,Festa local
2015,31/07/2015,"Espluga de Francolí, l'",43054000,43054,000,Festa local
2015,03/08/2015,"Espluga de Francolí, l'",43054000,43054,000,Festa local
2016,29/07/2016,"Espluga de Francolí, l'",43054000,43054,000,Festa local
2016,01/08/2016,"Espluga de Francolí, l'",43054000,43054,000,Festa local
2017,31/07/2017,"Espluga de Francolí, l'",43054000,43054,000,Festa local
2017,28/07/2017,"Espluga de Francolí, l'",43054000,43054,000,Festa local
2018,27/07/2018,"Espluga de Francolí, l'",43054000,43054,000,Festa local
2018,30/07/2018,"Espluga de Francolí, l'",43054000,43054,000,Festa local
2012,28/05/2012,Esplugues de Llobregat,08077000,08077,000,Festa local
2012,21/09/2012,Esplugues de Llobregat,08077000,08077,000,Festa local
2013,21/09/2013,Esplugues de Llobregat,08077000,08077,000,Festa local
2013,20/05/2013,Esplugues de Llobregat,08077000,08077,000,Festa local
2014,22/09/2014,Esplugues de Llobregat,08077000,08077,000,Festa local
2014,09/06/2014,Esplugues de Llobregat,08077000,08077,000,Festa local
2015,21/09/2015,Esplugues de Llobregat,08077000,08077,000,Festa local
2015,01/06/2015,Esplugues de Llobregat,08077000,08077,000,Festa local
2016,25/07/2016,Esplugues de Llobregat,08077000,08077,000,Festa local
2016,21/09/2016,Esplugues de Llobregat,08077000,08077,000,Festa local
2017,05/06/2017,Esplugues de Llobregat,08077000,08077,000,Festa local
2017,21/09/2017,Esplugues de Llobregat,08077000,08077,000,Festa local
2018,21/09/2018,Esplugues de Llobregat,08077000,08077,000,Festa local
2018,21/05/2018,Esplugues de Llobregat,08077000,08077,000,Festa local
2012,23/01/2012,Espolla,17064000,17064,000,Festa local
2012,25/07/2012,Espolla,17064000,17064,000,Festa local
2013,21/01/2013,Espolla,17064000,17064,000,Festa local
2013,25/07/2013,Espolla,17064000,17064,000,Festa local
2014,20/01/2014,Espolla,17064000,17064,000,Festa local
2014,25/07/2014,Espolla,17064000,17064,000,Festa local
2015,24/07/2015,Espolla,17064000,17064,000,Festa local
2015,19/01/2015,Espolla,17064000,17064,000,Festa local
2016,25/07/2016,Espolla,17064000,17064,000,Festa local
2016,18/01/2016,Espolla,17064000,17064,000,Festa local
2017,25/07/2017,Espolla,17064000,17064,000,Festa local
2017,23/01/2017,Espolla,17064000,17064,000,Festa local
2018,22/01/2018,Espolla,17064000,17064,000,Festa local
2018,25/07/2018,Espolla,17064000,17064,000,Festa local
2012,06/02/2012,Esponellà,17065000,17065,000,Festa local
2012,22/10/2012,Esponellà,17065000,17065,000,Festa local
2013,04/02/2013,Esponellà,17065000,17065,000,Festa local
2013,21/10/2013,Esponellà,17065000,17065,000,Festa local
2014,20/10/2014,Esponellà,17065000,17065,000,Festa local
2014,03/02/2014,Esponellà,17065000,17065,000,Festa local
2015,26/10/2015,Esponellà,17065000,17065,000,Festa local
2015,09/02/2015,Esponellà,17065000,17065,000,Festa local
2016,24/10/2016,Esponellà,17065000,17065,000,Festa local
2016,08/02/2016,Esponellà,17065000,17065,000,Festa local
2017,06/02/2017,Esponellà,17065000,17065,000,Festa local
2017,23/10/2017,Esponellà,17065000,17065,000,Festa local
2018,22/10/2018,Esponellà,17065000,17065,000,Festa local
2018,05/02/2018,Esponellà,17065000,17065,000,Festa local
2012,07/12/2012,Espot,25082000,25082,000,Festa local
2012,24/09/2012,Espot,25082000,25082,000,Festa local
2013,23/09/2013,Espot,25082000,25082,000,Festa local
2013,09/12/2013,Espot,25082000,25082,000,Festa local
2014,09/12/2014,Espot,25082000,25082,000,Festa local
2014,22/09/2014,Espot,25082000,25082,000,Festa local
2015,22/09/2015,Espot,25082000,25082,000,Festa local
2015,07/12/2015,Espot,25082000,25082,000,Festa local
2016,09/12/2016,Espot,25082000,25082,000,Festa local
2016,22/09/2016,Espot,25082000,25082,000,Festa local
2017,22/09/2017,Espot,25082000,25082,000,Festa local
2017,07/12/2017,Espot,25082000,25082,000,Festa local
2018,24/09/2018,Espot,25082000,25082,000,Festa local
2018,07/12/2018,Espot,25082000,25082,000,Festa local
2022,05/12/2022,Espot,25082000,25082,000,Festa local
2012,07/06/2012,"Espunyola, l'",08078000,08078,000,Festa local
2012,13/08/2012,"Espunyola, l'",08078000,08078,000,Festa local
